code_externe,nom,categorie,prix_vente,unite,origine,taux_tva
PFFEBARGA,BARQUETTE GALETTE 270G,FLLTAGE,10.084,pièce,fabrique,19
CU111,MAKAROUNI AU POULET,PLAT,11.345,pièce,fabrique,19
CUI11,MAKAROUNI AU STECK,PLAT,12.185,pièce,fabrique,19
CU11,MAKAROUNI AU THON,PLAT,12.185,pièce,fabrique,19
PNT097,16 EMBOUTS DE BUCHE CHOCOLAT,Non classé,16.9,pièce,achete,19
GEMF,2000FEUILLES,GATIND1,3.361,pièce,fabrique,19
SE19,25,Non classé,21.008,kg,fabrique,19
GE137,3 CHOCOLAT IND,GATIND1,5.462,pièce,fabrique,19
DIV15,AGRUMES,Non classé,4.673,litre,achete,7
GEALIANCE 12,ALIANCE 12 PER,ENTREMET,78.151,pièce,fabrique,19
GEAL6,ALIANCE 6P,ENTREMET,29.412,pièce,fabrique,19
GEALIANCE,ALIANCE 8P,ENTREMET,52.101,pièce,fabrique,19
PFALLIANCE,ALLIANCE CARAMEL,Non classé,0,pièce,fabrique,19
GE138,ALLIANCE IND,GATIND1,4.202,pièce,fabrique,19
PFEFAMEL,AMANDE ENROBEE AU LAIT,EPFINE,12.15,pièce,fabrique,7
PFEFAMELPM,AMANDE ENROBEE AU LAIT PM,EPFINE,4.622,pièce,achete,19
PFEFADEN,AMANDE ENROBEE NOIR,EPFINE,11.682,pièce,fabrique,7
PFEFADENPM,AMANDE ENROBEE NOIR PM,EPFINE,4.622,pièce,fabrique,19
PEEFAMSA,AMANDES SALEES,EPFINE,9.664,pièce,fabrique,19
PEEFAMSAPM,AMANDES SALEES PM,EPFINE,3.782,pièce,fabrique,19
SE9,AMANDINE,FLLTAGE,4.202,pièce,fabrique,19
SE90,AMANDINE/ KG,FLLTAGE,27.731,kg,fabrique,19
GEAM12,AMBIANCE 12P,ENTREMET,73.109,pièce,fabrique,19
GEAMB48,AMBIANCE 60*40,ENTREMET,267.227,pièce,fabrique,19
GEAMB6,AMBIANCE 6P,ENTREMET,33.613,pièce,fabrique,19
GEAM8,AMBIANCE 8P,ENTREMET,44.538,pièce,fabrique,19
GE121,AMBIANCE IND,GATIND1,7.059,pièce,fabrique,19
GE120,AMBIANCE30*30,ENTREMET,103.361,kg,fabrique,19
MPAMTURC,AMIDON TURC,Non classé,55.0,carton,achete,19
SA38,AMUSE GUEULE ANCHOIS,SALE,27.731,kg,fabrique,19
SA37,AMUSE GUEULE FROMAGE,SALE,27.731,kg,fabrique,19
PF ANCHOIS,ANCHOIS,Non classé,10.28,pièce,achete,7
MPCONCANANAS,ANNANAS DE 1K,Non classé,4.915,pièce,achete,19
BOISSAPLA,APLA  BT 33CL,BOISSONS,19.716,pièce,achete,19
GTS13,ARTICHAUX,Non classé,58.824,kg,fabrique,19
GTS2910,ASSIDA AMANDE IND,GTV,6.303,pièce,fabrique,19
GTS281,ASSIDA GM NOISETTE,GTV,19.328,pièce,fabrique,19
GTS282,ASSIDA GM NOIX,GTV,15.126,pièce,fabrique,19
GTS283,ASSIDA GM PISTACHE,GTV,16.807,pièce,fabrique,19
GTS284,ASSIDA GM ZGOUGOU,GTV,19.328,pièce,fabrique,19
GTS280,ASSIDA GM ZGOUGOU SAN DECORATION,GTV,12.605,pièce,fabrique,19
GTS28,ASSIDA NOISETTE IND,GTV,9.664,pièce,fabrique,19
GTS29111,ASSIDA NOIX IND,GTV,7.983,pièce,fabrique,19
GTS300,ASSIDA PISTACHE IND,GTV,12.185,pièce,fabrique,19
GTS2911,ASSIDA SESAME IND,GTV,4.202,pièce,fabrique,19
GTS29,ASSIDA ZGOUGOU IND,GTV,9.664,pièce,fabrique,19
ASSCOPSE,ASSIETTE COMPOSE,Non classé,3.782,pièce,fabrique,19
SE120,ASSORTEMENT 20D,Non classé,27.731,kg,fabrique,19
SE199,ASSORTIMENT  SEC,GTXSEC,27.731,kg,fabrique,19
GE2722,BABA,Non classé,2.101,pièce,fabrique,19
PFFEBAGFJ,BAGUETTE FARCIE JAMBON,SANDWICH,4.202,pièce,fabrique,19
PFFEBAGT,BAGUETTE FARCIE THON,SANDWICH,5.462,pièce,fabrique,19
SA102,BAGUETTE PIZZA,SALE,2.655,pièce,fabrique,19
GT5,BAKLAOUA AMANDE,GTV,60.504,kg,fabrique,19
GT3,BAKLAOUA BEY,GTV,60.504,kg,fabrique,19
GTS8,BAKLAOUA BEY PIGNON,GTV,71.429,kg,fabrique,19
GTS9,BAKLAOUA BEY PISTACHE,GTV,71.429,kg,fabrique,19
GT4,BAKLAOUA BOURGEOIS,GTV,88.235,kg,fabrique,19
GT6,BAKLAOUA NOISETTE,GTV,77.311,kg,fabrique,19
GTS7,BAKLAOUA NOIX,GTV,71.429,kg,fabrique,19
GTS6,BAKLAOUA PIGNION,GTV,201.681,kg,fabrique,19
GTS5,BAKLAOUA PISTACHE,GTV,138.655,kg,fabrique,19
GT2,BAKLAOUA PISTACHE 100%,GTV,126.05,kg,fabrique,19
PFBAKTURPISSPE,BAKLAOUA TURC PIST,GTV,71.429,kg,fabrique,19
BARBAK,BAKLAWA AMANDE 850G,GTV,46.134,pièce,fabrique,19
PFBAKTURC,BAKLAWA TURC FRUIT SEC,GTV,52.101,kg,fabrique,19
PFBAKTURPIS,BAKLAWA TURC PISTACH,GTV,71.429,kg,fabrique,19
GTBT,BAKLAWA TURQUE,GTV,52.101,kg,fabrique,19
PFCH4,BALLOTIN CHOCOLAT 200,CHOCOLAT,13.866,pièce,fabrique,19
PFCH44,BALLOTIN CHOCOLAT400G,CHOCOLAT,18.487,pièce,fabrique,19
GTS551,BANADEJ POULET,FLLTAGE,1.681,pièce,fabrique,19
GTS355,BANADHEJ POULET,SALE,41.176,kg,fabrique,19
GTS88,BANADHEJ VIANDE,SALE,2.521,pièce,fabrique,19
GTS35,BANADHJ OLIVE,SALE,15.929,kg,fabrique,19
GTS34,BANADHJ VIANDE,SALE,53.782,kg,fabrique,19
LIBARKOUN,BARQUETTE  KOUNAFA,RAMADAN,7.983,pièce,fabrique,19
PFFEBARBARAS,BARQUETTE ASSORTEMENT SEC,FLLTAGE,12.605,pièce,achete,19
PFGTBA,BARQUETTE BAKLAWA 400G,GTV,26.891,pièce,fabrique,19
PFEFBARBC,BARQUETTE BEBE CHOCOLAT 150G,FLLTAGE,4.622,pièce,fabrique,19
PFEFBARBC350,BARQUETTE BEBE CHOCOLAT 350G,FLLTAGE,10.084,pièce,fabrique,19
BARBIS,BARQUETTE BISCUIT 1KG,GTV,33.613,pièce,fabrique,19
BARBISPM,BARQUETTE BISCUIT 400G,GTV,15.126,pièce,fabrique,19
PFFEBARBD,BARQUETTE BISCUIT DOIGT,FLLTAGE,7.143,pièce,fabrique,19
BARBRAZ,BARQUETTE BRAZIA 245G,FLLTAGE,7.143,pièce,fabrique,19
PFGTBARCO,BARQUETTE CAAK OURKA 400G,GTV,26.891,pièce,fabrique,19
PFGTBARCH,BARQUETTE CHABAKEYA,Non classé,9.664,pièce,fabrique,19
PFGTBARDEPM,BARQUETTE DEBLA,GTV,7.731,pièce,fabrique,19
EMBBARDDOR,BARQUETTE DOREE,Non classé,0,pièce,achete,19
PFEFBARHA,BARQUETTE HALKOUM 350G,GTV,12.605,pièce,fabrique,19
PFEFBARHAFJ,BARQUETTE HALKOUM FRUIT SEC 350G,GTV,20.168,pièce,fabrique,19
PFEFBARHAFS,BARQUETTE HALKOUM FRUITS SECS 500G,EPFINE,0,pièce,fabrique,19
GTS33,BARQUETTE HOMS 650G,GTV,20.168,pièce,fabrique,19
BARCAAK,BARQUETTE KAAK OURKA 500G,GTV,29.328,pièce,fabrique,19
PFGTBARMAA,BARQUETTE MAASSEM,Non classé,0,pièce,fabrique,19
PFGTBARMA,BARQUETTE MAKROUDH,GTV,15.126,pièce,fabrique,19
PFPEBARMC,BARQUETTE MINI CROQUANT 150G,GATIND1,4.622,pièce,fabrique,19
PFFEBARPA,BARQUETTE PALMIER 200G,FLLTAGE,6.303,pièce,fabrique,19
SA12,BARQUETTE PATE SALE GM,FLLTAGE,0.63,pièce,fabrique,19
SA13,BARQUETTE PATE SALE MM,FLLTAGE,0.546,pièce,fabrique,19
SE80,BARQUETTE PATE SUCRE BOUCHE,FLLTAGE,0.247,pièce,fabrique,19
PFPEBARPF,BARQUETTE PETITS FOURS,GATIND1,15.966,pièce,fabrique,19
PFEFBARPFN,BARQUETTE PETITS FOURS NOISETTE,EPFINE,20.168,pièce,achete,19
PFFEBARSA,BARQUETTE SABLE 360G,FLLTAGE,10.504,pièce,fabrique,19
PFFEBARSAL,BARQUETTE SALE,FLLTAGE,12.605,pièce,fabrique,19
PFGTBARSA,BARQUETTE SAMSA AMANDE,GTV,14.286,pièce,fabrique,19
PFGTBARSS,BARQUETTE SAMSA SESAME,GTV,8.403,pièce,fabrique,19
PFGTBARYO,BARQUETTE YOUYOU 390G,Non classé,8.235,pièce,fabrique,19
PFBARRE CHOCOLAT,BARRE CHOCOLAT DUPLO,Non classé,2.7,pièce,achete,19
LI7,BASBOUSSA,RAMADAN,5.042,kg,fabrique,19
SABATBOUTHON,BATBOUT AU THON,FLLTAGE,1.261,pièce,fabrique,19
SABATBOUT,BATBOUT POULET,SALE,1.327,pièce,fabrique,19
GE28111,BEIGNET KG,GATIND2,39.496,kg,fabrique,19
GE2811,BEIGNET VARIE,FLLTAGE,2.101,pièce,fabrique,19
CU40,BELLAH ECHAM,Non classé,12.605,kg,fabrique,19
1005,BEURRE DE CACAHUETES,EPFINE,11.9,kg,achete,19
JE2002,BIROCHE CHOCOLAT,FLLTAGE,2.101,pièce,fabrique,19
JE2001,BIROCHE GM,FLLTAGE,5.042,pièce,fabrique,19
SE34,BISCUIT BEBE,GTXSEC,12.605,kg,fabrique,19
PFBISCBES,BISCUIT BESBES,Non classé,9.37,kg,achete,19
SE33,BISCUIT CHAMPAGNIE,GTXSEC,10.924,kg,fabrique,19
SE43,BISCUIT CHOCO,GTXSEC,0,kg,achete,19
SE44,BISCUIT MINI CHOCO,GTXSEC,4.622,kg,achete,19
SE48,BISCUIT MINI SESAME,GTXSEC,6.59,pièce,achete,19
SE40,BISCUIT NOISETTE,GTXSEC,25.21,kg,achete,19
SE41,BISCUIT SESAME,GTV,27.731,kg,fabrique,19
SE42,BISCUIT SESAME,GTXSEC,30.801,kg,achete,19
PFBISC,BISCUIT SESAME NOISETTE,Non classé,0,kg,fabrique,19
SFBISCUIT,BISCUIT SOLEIL,Non classé,0,kg,fabrique,19
GT25,BJAOUIA NOISETTE,GTV,77.311,kg,fabrique,19
GTS11,BJAOUIA PIGNION,Non classé,58.824,kg,fabrique,19
GTS10,BJAOUIA PISTACHE,Non classé,138.655,kg,fabrique,19
GTS12,BJAOUIA TRIANGLE,Non classé,138.655,kg,fabrique,19
BOISSBOGACID,BOGA CIDRE,BOISSONS,298.752,pièce,achete,19
BOISSBOG,BOGA LEMON LIGHT  33 CL,BOISSONS,19.716,pièce,achete,19
BOISSON VARIEE,BOISSON,BOISSONS,2.9,pièce,achete,19
BOISSON,BOISSON  VARIE,Non classé,2.079,pièce,achete,7
PFGTBOHOPM,BOITE BAYT EL HOMS MM 850G,GTV,26.05,pièce,fabrique,19
PFGTBOHOPM1,BOITE BAYT ET HOMS PM 430G,GTV,13.025,pièce,fabrique,19
PFEFBODANAMM,BOITE DATTES NATURELLES MM,Non classé,17.143,pièce,fabrique,19
PFEFBODANA,BOITE DATTES NATURELLES PM,GTV,6.218,pièce,fabrique,19
PFGTBODNGM,BOITE DATTES NOMADES GM 920G,GTV,69.748,pièce,fabrique,19
PFGTBODNPM,BOITE DATTES NOMADES MM 500G,GTV,36.134,pièce,fabrique,19
PFGTBODNPM1,BOITE DATTES NOMADES PM 230G,GTV,17.647,pièce,fabrique,19
PFGTBODAGM,BOITE DOUCEURS AMANDES GM 960G,GTV,52.941,pièce,fabrique,19
PFGTBODAPM,BOITE DOUCEURS AMANDES MM 480G,GTV,26.891,pièce,fabrique,19
PFGTBODAPM1,BOITE DOUCEURS AMANDES PM 270G,GTV,15.126,pièce,fabrique,19
GT22,BOITE GTV 400 G,GTV,42.017,kg,fabrique,19
PFCOFDATTE,BOITE JEBBA DATTE BRANCHEE 500GRS,EPFINE,15.0,boîte,achete,19
PFGTBOLIGM,BOITE LIBANAIS GM,GTV,69.748,pièce,fabrique,19
PFGTBOLIPM,BOITE LIBANAIS MM,GTV,54.622,pièce,fabrique,19
PFGTBOLINGM,BOITE LIBANAIS NOISETTE GM,GTV,56.303,pièce,fabrique,19
PFGTBOLINPM,BOITE LIBANAIS NOISETTE PM,GTV,31.933,pièce,fabrique,19
PFGTBOLIPGM,BOITE LIBANAIS PISTACHE GM,GTV,68.908,pièce,fabrique,19
PFGTBOLIPPM,BOITE LIBANAIS PISTACHE PM,Non classé,38.655,pièce,achete,19
PFGTBOLIPM1,BOITE LIBANAIS PM,GTV,18.487,pièce,fabrique,19
PFGTBOPOGM,BOITE PRESTIGE ORIENTAL GM 650G,GTV,56.303,pièce,fabrique,19
PFGTBOPOPM,BOITE PRESTIGE ORIENTAL MM 390G,GTV,35.294,pièce,fabrique,19
PFGTBOPOPM1,BOITE PRESTIGE ORIENTAL PM180G,GTV,15.966,pièce,fabrique,19
0125,BOITE TOMATE PELE,Non classé,5.5,pièce,achete,19
PFGTBOTTGM,BOITE TRESORS DE TUNISIE GM 850G,GTV,73.95,pièce,fabrique,19
PFGTBOTTPM,BOITE TRESORS DE TUNISIE MM 500G,GTV,48.739,pièce,fabrique,19
PFGTBOTTPM1,BOITE TRESORS DE TUNISIE PM 290G,GTV,29.412,pièce,fabrique,19
GTS294,BOL ASS NOI PM AVEC DECOR,GATIND1,18.487,pièce,fabrique,19
GTS288,BOL ASS NOIS GM AVEC DECOR,GATIND1,39.496,pièce,fabrique,19
GTS296,BOL ASS NOIS MM,GATIND1,23.529,pièce,fabrique,19
GTS298,BOL ASS NOIS MM AVEC DECOR,GATIND1,26.891,pièce,fabrique,19
GTS299,BOL ASS ZG GM,GATIND1,47.059,pièce,fabrique,19
GTS295,BOL ASS ZG MM,GATIND1,31.933,pièce,fabrique,19
GTS297,BOL ASS ZG MM AVEC DECOR,GATIND1,23.529,pièce,fabrique,19
GTS293,BOL ASS ZG PM AVEC DECOR,GATIND1,11.765,pièce,fabrique,19
GTS292,BOL ASSIDA NOIS PM,GATIND1,15.966,pièce,fabrique,19
GTS2942,BOL ASSIDA PISTACHE GM,GATIND1,52.941,pièce,fabrique,19
GTS2941,BOL ASSIDA PISTACHE MM,GATIND1,35.294,pièce,fabrique,19
GTS2940,BOL ASSIDA PISTACHE PM,GATIND1,25.21,pièce,fabrique,19
GTS291,BOL ASSIDA ZG PM,GATIND1,21.849,pièce,fabrique,19
PFBOBINIAIRE26,BOMBONIERE  GM,Non classé,27.731,pièce,fabrique,19
PFBOBINIAIRE23,BOMBONIERE  MM,Non classé,21.849,pièce,fabrique,19
PFBOBINIAIRE33,BOMBONIERE PM,Non classé,22.689,pièce,fabrique,19
PFBONBON NOUNOUR,BONBON NOUNOURS 14G,Non classé,0.265,pièce,achete,19
PFEFBOGE,BONBONS GELIFIES,EPFINE,10.504,pièce,achete,19
LI8,BORMA,GTV,33.613,kg,fabrique,19
CU150,BOUILLON DE LENTILLES (MAR9ET 3DAS,PLAT,5.752,pièce,achete,19
GE3113,BOULE BRIOCHE,FLLTAGE,0.798,pièce,fabrique,19
GTS17,BOULETTE PIGNONS,GTV,58.824,kg,fabrique,19
GT10,BOULLETTES MARRONS,GTV,60.504,kg,fabrique,19
GT7,BOULLETTES NOISETTE,GTV,60.504,kg,fabrique,19
GT9,BOULLETTES PISTACHE-AMANDE,GTV,73.95,kg,fabrique,19
GT8,BOULLETTES VARIEES,GTV,60.504,kg,fabrique,19
GEBOURG,BOURGEOIS,RAMADAN,25.21,pièce,fabrique,19
GEBOURGEN,BOURGOIS 6P,RAMADAN,25.21,pièce,fabrique,19
PFVIEVO,BOUTARGUE,EPFINE,448.0,pièce,achete,19
DIV18,BOUTEILLE D'EAU 700,BOISSONS,840.336,pièce,achete,19
PFEFBOUTHO,BOUTEILLE HUILE D'OLIVE EXTRA VIERGE 0.5L,Non classé,21.0,pièce,achete,19
DIVJU,BOUTEILLES JUS,Non classé,2.521,pièce,achete,19
GTS36,BOUZA 1L,BOISSONS,33.613,kg,fabrique,19
GTS266,BOUZA 3/4,GTV,33.613,pièce,fabrique,19
12365,BOX PAUSE CAFE,BOISSONS,5.882,pièce,achete,19
GT17,BRAZIA,GTV,27.731,kg,fabrique,19
CU5777,BRICK A L OEUF,PLAT,3.361,pièce,fabrique,19
GA01,BRICK HLIB,RAMADAN,2.101,pièce,fabrique,19
GA00,BRICK HLIB KG,GATIND0,22.689,kg,fabrique,19
CU50,BRICK HLOWA,RAMADAN,1.345,pièce,fabrique,19
CU050,BRICK HLOWA KG,RAMADAN,33.613,kg,fabrique,19
BRIK,BRIK DANOUNI,FLLTAGE,1.261,pièce,fabrique,19
GTS388,BRIK DANOUNI,SALE,41.176,kg,fabrique,19
GTS3880,BRIK DANOUNI THON,FLLTAGE,1.261,pièce,fabrique,19
CU57,BRIK DOIGT,PLAT,2.353,pièce,fabrique,19
CU58,BRIK DOIGT AU POULET,PLAT,1.593,pièce,fabrique,19
GSBRIK,BRIK HLOUA,RAMADAN,33.613,kg,fabrique,19
SABRIKTH,BRIK THON SOIRE,SALE,39.823,kg,fabrique,19
8975,BRIOCHEE A LA MOUSSE DE THON,SALE,1.681,pièce,fabrique,19
GE2804,BROCHETTE,SALE,3.782,pièce,fabrique,19
1002,BROCHETTE BNEDEK,FLLTAGE,2.941,pièce,fabrique,19
SA2105,BROCHETTE BOEUF,SALE,5.0,pièce,fabrique,19
SA2101,BROCHETTE BRESAOLA,SALE,2.941,pièce,fabrique,19
SA2102,BROCHETTE CREVETTE,SALE,5.042,pièce,fabrique,19
GE28410,BROCHETTE DE DAURATE  PESTO,SALE,3.782,pièce,fabrique,19
CUSBROCHETTER,BROCHETTE DE FRUIT,SALE,2.101,pièce,fabrique,19
GE28040,BROCHETTE MOZZA /TOMATE /BASILIC,FLLTAGE,2.941,pièce,fabrique,19
GE2841,BROCHETTE POULET,FLLTAGE,3.782,pièce,fabrique,19
ROCHETTER,BROCHETTE POULET ASIATIQUE,SALE,3.361,pièce,fabrique,19
SABRPOULET,BROCHETTE POULET PANE AUX AMANDES SFFILEES,SALE,3.109,pièce,fabrique,19
GE284111,BROCHETTE SAUMON YAKITORI,SALE,4.202,pièce,fabrique,19
CUI430,BROSCHUTTA BRESOLA,FLLTAGE,10.924,pièce,fabrique,19
CUI43,BROSCUITTA,FLLTAGE,4.202,pièce,fabrique,19
GE1400,BROWNIES 8P,ENTREMET,26.891,pièce,fabrique,19
GE140,BROWNIES IND,GATIND2,3.782,pièce,fabrique,19
GEBROWNIES,BROWNIES KG,GATIND2,37.815,kg,fabrique,19
PFEFBSIFRUISEC,BSISA FRUIT SEC,Non classé,16.5,kg,achete,19
GE136,BUCHE 3 CHOCOLAT,ENTREMET,33.613,kg,fabrique,19
GEBTCH10,BUCHE 3 CHOCOLAT 10P,ENTREMET,75.63,pièce,fabrique,19
GEBTCH12,BUCHE 3 CHOCOLAT 12P,ENTREMET,90.756,pièce,fabrique,19
B3CH,BUCHE 3 CHOCOLAT 4P,ENTREMET,30.252,pièce,fabrique,19
GEBTCH6,BUCHE 3 CHOCOLAT 6P,ENTREMET,45.378,pièce,fabrique,19
GEBTCH8,BUCHE 3 CHOCOLAT 8P,ENTREMET,60.504,pièce,fabrique,19
GEBUALHAM10P,BUCHE ALHAMBRA 10P,ENTREMET,42.017,pièce,fabrique,19
GEBUALHAM12P,BUCHE ALHAMBRA 12P,ENTREMET,78.151,pièce,fabrique,19
GEBUALAM4P,BUCHE ALHAMBRA 4P,ENTREMET,16.807,pièce,fabrique,19
GEBUALHAM6P,BUCHE ALHAMBRA 6P,ENTREMET,37.815,pièce,fabrique,19
GE132,BUCHE ALHAMBRA 8P,ENTREMET,52.941,kg,fabrique,19
GEBUALHAM8P,BUCHE ALHAMBRA 8P,ENTREMET,33.613,pièce,fabrique,19
GE131,BUCHE ALHAMBRA CITRON,ENTREMET,33.613,kg,fabrique,19
GE133,BUCHE CONCERTO,ENTREMET,33.613,kg,fabrique,19
GEBCON10,BUCHE CONCERTO 10P,ENTREMET,48.739,pièce,fabrique,19
GEBCO12,BUCHE CONCERTO 12 P,ENTREMET,78.151,pièce,fabrique,19
GEBCO4,BUCHE CONCERTO 4P,ENTREMET,19.748,pièce,fabrique,19
GEBCON6,BUCHE CONCERTO 6P,ENTREMET,37.815,pièce,fabrique,19
GEBCO8,BUCHE CONCERTO 8P,ENTREMET,52.941,pièce,fabrique,19
GE134,BUCHE COSTA RICA,ENTREMET,33.613,kg,fabrique,19
GECREBEUR10P,BUCHE CREME AU BEURRE 10P,ENTREMET,29.412,pièce,fabrique,19
GEBUCREBEUR12P,BUCHE CREME AU BEURRE 12P,ENTREMET,33.613,pièce,fabrique,19
GEBCREBEUR6P,BUCHE CREME AU BEURRE 6P,ENTREMET,17.647,pièce,fabrique,19
GEBUCRE BEUR8P,BUCHE CREME AU BEURRE 8P,ENTREMET,23.529,pièce,fabrique,19
BUCR,BUCHE CROUST 4P,ENTREMET,30.252,pièce,fabrique,19
GEBCR10,BUCHE CROUSTI 10P,ENTREMET,75.63,pièce,fabrique,19
GEBCR12,BUCHE CROUSTI 12P,ENTREMET,90.756,pièce,fabrique,19
GEBCR6,BUCHE CROUSTI 6P,ENTREMET,45.378,pièce,fabrique,19
GEBCR8,BUCHE CROUSTI 8P,ENTREMET,60.504,pièce,fabrique,19
GEBDACQ10,BUCHE DACQUOISE  PISTACHE 10P,ENTREMET,63.025,pièce,fabrique,19
GEBDN8,BUCHE DACQUOISE NOISETTE  8P,ENTREMET,56.303,pièce,fabrique,19
GEBDACQNOI10P,BUCHE DACQUOISE NOISETTE 10P,ENTREMET,57.983,pièce,fabrique,19
GEBDN12,BUCHE DACQUOISE NOISETTE 12P,ENTREMET,78.151,pièce,fabrique,19
GEBDN6,BUCHE DACQUOISE NOISETTE 6P,ENTREMET,37.815,pièce,fabrique,19
GEBDP12,BUCHE DACQUOISE PISTACHE 12P,ENTREMET,84.034,pièce,fabrique,19
GEBDP6,BUCHE DACQUOISE PISTACHE 6P,ENTREMET,39.496,pièce,fabrique,19
GEBDP8,BUCHE DACQUOISE PISTACHE 8P,ENTREMET,56.303,pièce,fabrique,19
BUDN,BUCHE DELICE NOISETTE 4P,ENTREMET,26.891,pièce,fabrique,19
BUDP,BUCHE DELICE PISTACHE 4P,ENTREMET,29.412,pièce,fabrique,19
GEBUFN10P,BUCHE FORET NOIR 10P,ENTREMET,42.017,pièce,fabrique,19
GEBUFN12P,BUCHE FORET NOIR 12P,ENTREMET,55.462,pièce,fabrique,19
GEBUFN6P,BUCHE FORET NOIR 6P,ENTREMET,25.21,pièce,fabrique,19
GEBUFN8P,BUCHE FORET NOIR 8P,ENTREMET,33.613,pièce,fabrique,19
BUFN,BUCHE FORET NOIRE 4P,ENTREMET,16.807,pièce,fabrique,19
GEBGAN10P,BUCHE GANACHE 10P,ENTREMET,29.412,pièce,fabrique,19
GEBGCH12,BUCHE GANACHE 12P,ENTREMET,33.613,pièce,fabrique,19
GEBGCH6,BUCHE GANACHE 6P,ENTREMET,26.891,pièce,fabrique,19
GEBGCH8,BUCHE GANACHE 8P,ENTREMET,23.529,pièce,fabrique,19
GL01,BUCHE GLACE DE 6P,GLACE,17.647,pièce,fabrique,19
GL24,BUCHE GLACEE CAFE,GLACE,33.613,pièce,fabrique,19
GL23,BUCHE GLACEE CHOCOLAT,GLACE,33.613,pièce,fabrique,19
GL26,BUCHE GLACEE GANACHE,GLACE,33.613,pièce,fabrique,19
GL25,BUCHE GLACEE NOISETTE,GLACE,33.613,pièce,fabrique,19
GEBMOU10,BUCHE MOUSSE 10P,ENTREMET,50.42,pièce,fabrique,19
GEBMCH12,BUCHE MOUSSE 12P,ENTREMET,60.504,pièce,fabrique,19
GEBMCH6,BUCHE MOUSSE 6P,ENTREMET,30.252,pièce,fabrique,19
GEBMCH8,BUCHE MOUSSE 8P,ENTREMET,40.336,pièce,fabrique,19
BUMCH,BUCHE MOUSSE CHOCOLAT 4P,ENTREMET,20.168,pièce,fabrique,19
GEBNOUEAT4,BUCHE NOUGATINE DE 4P,GATIND2,24.37,pièce,fabrique,19
GEBNOUGAT10,BUCHE NOUGATINE10,ENTREMET,60.504,pièce,fabrique,19
GEBNOUGAT12,BUCHE NOUGATINE12,ENTREMET,57.143,pièce,fabrique,19
GEBNOUGAT6,BUCHE NOUGATINE6,ENTREMET,36.134,pièce,fabrique,19
GEBNOUGAT8,BUCHE NOUGATINE8,ENTREMET,48.739,pièce,fabrique,19
GEBPAMP12,BUCHE PAMPADOUR 12P,ENTREMET,55.462,pièce,fabrique,19
GEBPAMP6,BUCHE PAMPADOUR 6P,ENTREMET,25.21,pièce,fabrique,19
GEBPAMP8,BUCHE PAMPADOUR 8P,ENTREMET,33.613,pièce,fabrique,19
GEBPOMP10P,BUCHE POMPADOUR 10P,ENTREMET,42.017,pièce,fabrique,19
BUPOM,BUCHE POMPADOUR 4P,ENTREMET,16.807,pièce,fabrique,19
GEBPRNOIS10,BUCHE PRALIN NOISET10,ENTREMET,46.218,pièce,fabrique,19
BUPN,BUCHE PRALIN NOISETTE 4P,ENTREMET,18.487,pièce,fabrique,19
GEBPRNOISET8,BUCHE PRALIN NOISETTE 8,ENTREMET,36.975,pièce,fabrique,19
GEBPRNOISET12,BUCHE PRALIN NOISETTE12,ENTREMET,61.345,pièce,fabrique,19
GEBPRNOIS6,BUCHE PRALIN NOIST 6,ENTREMET,27.731,pièce,fabrique,19
GBPP10,BUCHE PRALIN PISTACHE 10P,ENTREMET,54.622,pièce,fabrique,19
GBPP12,BUCHE PRALIN PISTACHE 12,ENTREMET,72.269,pièce,fabrique,19
BUPP,BUCHE PRALIN PISTACHE 4P,ENTREMET,21.849,pièce,fabrique,19
GBPP6,BUCHE PRALIN PISTACHE 6P,ENTREMET,32.773,pièce,fabrique,19
GBPP8,BUCHE PRALIN PISTACHE8P,ENTREMET,43.697,pièce,fabrique,19
GE135,BUCHE SCHUSS,ENTREMET,33.613,kg,fabrique,19
GATEAU500,BUCHE VARIE,ENTREMET,29.412,pièce,fabrique,19
SE46,CAAK DATTE BARDO,GTXSEC,0,kg,achete,19
SE47,CAAK M DATTE BARDO,GTXSEC,3.361,kg,achete,19
12,CAFE,BOISSONS,187.2,pièce,fabrique,19
PFCAFE,CAFE  AU LAIT,BOISSONS,6.0,pièce,fabrique,19
CAFE CAP,CAFE CAPUCIN SEGAFREDO,BOISSONS,2.804,pièce,fabrique,7
CAFE DE,CAFE DIRECT SEGAFREDO,BOISSONS,3.738,pièce,fabrique,7
122,CAFE EXPRESSO 50 CAPSULES,BOISSONS,70.0,pièce,fabrique,19
CH17,CAISSE 200GR,CHOCOLAT,11.092,kg,fabrique,19
GE1004,CAKE,GATIND2,10.924,pièce,fabrique,19
SE122,CAKE 1200,FLLTAGE,1.008,pièce,fabrique,19
GE50,CAKE B- COFFEE,GATIND2,4.202,pièce,fabrique,19
GE1006,CAKE CHOCOLAT 15000,GATIND2,12.605,pièce,fabrique,19
GTS473,CAKE DROO IND,GATIND2,1.345,pièce,fabrique,19
SE1,CAKE GM,GATIND2,16.807,kg,fabrique,19
SP1,CAKE GM PUR BEURRE,GATIND2,26.891,pièce,fabrique,19
GTS472,CAKE MARB,GATIND2,6.303,pièce,fabrique,19
GE499,CAKE MARBRE,GATIND2,7.143,pièce,fabrique,19
GE49,CAKE MARBRE IND,GATIND2,1.176,pièce,fabrique,19
